aspect,phrase,polarity,review
Brad Pitt,great,positive,"Edward Norten and Brad Pitt movies are great. They are two great actors watch their movies, except for Keeping the Faith (wasn't great)."
jokes,don't get any jokes,negative,It was boring and I Sleep when I watch the movie It was Kid Family friendly I don't get any jokes the best thing in this movie is Thanos Poor CGI
movie,it was boring and I Sleep when I watch the movie,negative,It was boring and I Sleep when I watch the movie It was Kid Family friendly I don't get any jokes the best thing in this movie is Thanos Poor CGI
CGI,Thanos Poor CGI,negative,It was boring and I Sleep when I watch the movie It was Kid Family friendly I don't get any jokes the best thing in this movie is Thanos Poor CGI
Gollum,pretty good,positive,It has Gollum which is pretty good .
CGI,in full effects,neutral,This movie shows CGI in full effects.
Theme,Theme was incomprehensible,negative,Theme was incomprehensible.
film,"When i have watched this film first time, after started to follow the career of the actor Morgan Freeman.",neutral,"When i have watched this film first time, after started to follow the career of the actor Morgan Freeman."
Morgan Freeman,started to follow the career,neutral,"When i have watched this film first time, after started to follow the career of the actor Morgan Freeman."
violence,Gratuitous violence and a cheesy made-for-teenagers,negative,Gratuitous violence and a cheesy made-for-teenagers twist at the end.
twist,cheesy made-for-teenagers,negative,Gratuitous violence and a cheesy made-for-teenagers twist at the end.
Marvel,Thanx Marvel for doing such art and make it exists.,positive,Thanx Marvel for doing such art and make it exists.
story,"Loved the story, battle scenes and set design",positive,"Loved the story, battle scenes and set design."
battle scenes,"Loved the story, battle scenes and set design",positive,"Loved the story, battle scenes and set design."
set design,"Loved the story, battle scenes and set design",positive,"Loved the story, battle scenes and set design."
movie,"I first read the book, and I didn't liked it that much, but then I saw the movie.",positive,"I first read the book, and I didn't liked it that much, but then I saw the movie."
ending,unexpected and cool,positive,the ending is unexpected and cool. it give me different view on the struggle that rich and poor people face in this world.
battle,The helms deep battle seemed to go on and on and on,neutral,The helms deep battle seemed to go on and on and on
movie,The movie is too long and almost put me asleep,negative,"The movie is too long and almost put me asleep. Even though,great acting by Al."
acting,great acting by Al,positive,"The movie is too long and almost put me asleep. Even though,great acting by Al."
graphics,Overdone,negative,Overdone computer graphics.
movie,Extremely boring and long movie,negative,Extremely boring and long movie with poor storyline.
storyline,poor storyline,negative,Extremely boring and long movie with poor storyline.
storyline,The storyline is intense,positive,"The storyline is intense, there's a LOT of timeline jumps (which normally annoy the hell out of me), so you'll have to pay attention."
sounds,stabbing and banging,neutral,Lots of stabbing and banging sounds.
animation,You have absolutely astonishing animation,positive,You have absolutely astonishing animation and color.
color,You have absolutely astonishing animation and color.,positive,You have absolutely astonishing animation and color.
movies,This is one of the best movies i have ever seen,positive,"This is one of the best movies i have ever seen,the way they directed it was really good and actors have performed very well in their own characters"
directed,it was really good,positive,"This is one of the best movies i have ever seen,the way they directed it was really good and actors have performed very well in their own characters"
actors,actors have performed very well,positive,"This is one of the best movies i have ever seen,the way they directed it was really good and actors have performed very well in their own characters"
Battle scenes,fast-paced with jerky camera,negative,Battle scenes too fast-paced with jerky camera--thought I was watching war movies while on acid!
scene,Watch the horse's head scene ,neutral,Watch the horse's head scene and see how badly edited it is.
edited,badly edited,negative,Watch the horse's head scene and see how badly edited it is.
movie,spectacular movie,positive,"One of my all time favorite Ridley Scott movies, keeps you entertained all the way through and spectacular movie making at its best"
making,spectacular movie making at its best,positive,"One of my all time favorite Ridley Scott movies, keeps you entertained all the way through and spectacular movie making at its best"
movie, translated into a better movie,positive,"One of the strengths of ""Fellowship"" was that it while it stayed true to the spirit of the book, it made some very smart choices about which scenes to delete or change, which translated into a better movie. ""Two Towers"" fails to live up to its predecessor in this respect."
Fellowship,it made some very smart choices,positive,"One of the strengths of ""Fellowship"" was that it while it stayed true to the spirit of the book, it made some very smart choices about which scenes to delete or change, which translated into a better movie. ""Two Towers"" fails to live up to its predecessor in this respect."
Mr Brando,Mr. Brando and Al Pacino both make this long film bearable.,positive,Mr. Brando and Al Pacino both make this long film bearable.
Al Pacino,Mr. Brando and Al Pacino both make this long film bearable.,positive,Mr. Brando and Al Pacino both make this long film bearable.
film,long film,negative,Mr. Brando and Al Pacino both make this long film bearable.
Battle Orders,battles looks just stupid,negative,I hate when peoples don`t ever use advisors (e.g. Battle Orders) All the moneys gone to FX. And no one cares if battles looks just stupid...
battles,stupid,negative,I hate when peoples don`t ever use advisors (e.g. Battle Orders) All the moneys gone to FX. And no one cares if battles looks just stupid...
acting,one of the finest,positive,"Yes, this is one of the finest acting pieces."
film,mind blowing film with amazing visuals and action scenes,positive,"Although it might relly to much on exposition, ""Inception"" is a mind blowing film with amazing visuals and action scenes and a fascinating script."
visuals,amazing visuals,positive,"Although it might relly to much on exposition, ""Inception"" is a mind blowing film with amazing visuals and action scenes and a fascinating script."
action scenes,amazing visuals and action scenes,positive,"Although it might relly to much on exposition, ""Inception"" is a mind blowing film with amazing visuals and action scenes and a fascinating script."
script,fascinating,positive,"Although it might relly to much on exposition, ""Inception"" is a mind blowing film with amazing visuals and action scenes and a fascinating script."
directed,Awesomely directed and played to a good detail,positive,Awesomely directed and played to a good detail.
played,Awesomely directed and played to a good detail,positive,Awesomely directed and played to a good detail.
Hayao Miyazaki,Hayao Miyazaki is indeed the most famous animated film master of modern times!,positive,Hayao Miyazaki is indeed the most famous animated film master of modern times!
story,hogwash in my view,negative,"The liberties taken with the story were almost forgivable in the previous two movies, but The Return of the King is just hogwash in my view."
story,magically told,positive,A love story so magically told.
violence,The violence and filming methods made this movie the most disturbing.,negative,The violence and filming methods made this movie the most disturbing.
filming methods,filming methods made this movie the most disturbing.,negative,The violence and filming methods made this movie the most disturbing.
plot,A fantastic plot,positive,A fantastic plot and brilliant narrative structure.
narrative structure,brilliant narrative structure,positive,A fantastic plot and brilliant narrative structure.
Story,Story was just really unconvincing,negative,Story was just really unconvincing.
character,I could not relate to any character,negative,I could not relate to any character and did not care about the outcome.
DiCaprio's acting,abysmal,negative,A multi layered snooze fest and a reminder of how abysmal the DiCaprio's acting really is.
story,Heroic story set in Roman times,neutral,"Heroic story set in Roman times with some terrific battle fight scenes, gorgeous set pieces and lovely musical score."
battle fight scenes, terrific battle fight scenes,positive,"Heroic story set in Roman times with some terrific battle fight scenes, gorgeous set pieces and lovely musical score."
set,gorgeous set pieces and lovely musical score,positive,"Heroic story set in Roman times with some terrific battle fight scenes, gorgeous set pieces and lovely musical score."
score,lovely,positive,"Heroic story set in Roman times with some terrific battle fight scenes, gorgeous set pieces and lovely musical score."
animation,It appears clean and smooth,positive,"I really like the animation in Spirited Away. It appears clean and smooth, plus the storyline is very good."
storyline,very good,positive,"I really like the animation in Spirited Away. It appears clean and smooth, plus the storyline is very good."
plot twist,ridiculous,negative,"The plot twist here is so ridiculous, so embarassingly idiotic, that you suddenly feel ashamed to have enjoyed the film up to the point of its revelation."
Gandalf,I can also point a flashlight,neutral,"is Gandalf actually a wizard? If so, I must have the same powers as him, because I can also point a flashlight at things that fly in the sky!"
filmmaking,This is truly the peak of filmmaking.,positive,This is truly the peak of filmmaking.
scenario,Great scenario,positive,"Great scenario, perfect fiction, very good acting."
fiction,"perfect fiction, very good acting",positive,"Great scenario, perfect fiction, very good acting."
acting,very good acting,positive,"Great scenario, perfect fiction, very good acting."
acting,Best acting ,positive,Best acting and story.
story,Best acting and story,positive,Best acting and story.
Gollum,The trees were cool and so was Gollum.,positive,The trees were cool and so was Gollum.
acting,"Dark, mature, sophisticated, exhilarating, emotional, and a true acting powerhouse.",positive,"Dark, mature, sophisticated, exhilarating, emotional, and a true acting powerhouse."
action,"action packed, fantasy filled and thoroughly exciting",positive,"It is action packed, fantasy filled and thoroughly exciting."
fantasy,exciting,positive,"It is action packed, fantasy filled and thoroughly exciting."
love story,It is a fine love story with a sad ending because life is not always happy.,positive,It is a fine love story with a sad ending because life is not always happy.
ending,It is a fine love story with a sad ending,positive,It is a fine love story with a sad ending because life is not always happy.
plot,completly has no logic,negative,The plot is completly has no logic and its not intersting at all.
Heath ledger,re-watch Heath ledger's joker.,neutral,Save your money and re-watch Heath ledger's joker.
editing,inconsistent,negative,Even the editing is inconsistent.
Acting,Acting is okay,positive,"Acting is okay, story though, ugh, what a poor attempt."
story,a poor attempt,negative,"Acting is okay, story though, ugh, what a poor attempt."
movie,A special effects movie with no plot.,negative,A special effects movie with no plot.
plot,no plot,negative,A special effects movie with no plot.
acting,incomparable,positive,the acting level is incomparable.
visual,amazing and visual thrilling experience,positive,"Inception surely is a stunning view, an amazing and visual thrilling experience, but it came with a price."
acting,superb,positive,"It is well constructed, the acting is superb and the characters are so likeable or in the case of the pigs so detestable."
characters, the characters are so likeable,positive,"It is well constructed, the acting is superb and the characters are so likeable or in the case of the pigs so detestable."
twists,perfectly meets the expectations,positive,"Since it is an adaptation from a book, it perfectly meets the expectations with nuances and twists."
movie,One of the best movies of the series,positive,"One of the best movies of the series, I like the massive battle at the end of the movie."
battle, I like the massive battle at the end of the movie,positive,"One of the best movies of the series, I like the massive battle at the end of the movie."
twist,Be prepared for an awesome twist,positive,"Be prepared for an awesome twist, and read the book based on it."
main character,A great relatable main character,positive,"A great relatable main character as it showcases her flawless character development with leadership, determination, and hope."
character development,it showcases her flawless character development,positive,"A great relatable main character as it showcases her flawless character development with leadership, determination, and hope."
film,fantastic,positive,"Bizarre yet appropriate, this film did a fantastic job at presenting other culture and the storys that come with."
story,Unique story that makes sure people will love it.,positive,Unique story that makes sure people will love it.
helena bone ham carter,was good as bellatrix lestrange.,positive,helena bone ham carter was good as bellatrix lestrange.
character,Not one likeable character,negative,Not one likeable character.
starting,The starting of the movie is very nice,positive,The starting of the movie is very nice but in second half its not as good as the starting because the final act occurs too fast due to which the ending does'nt looks so good.
second half,not as good,negative,The starting of the movie is very nice but in second half its not as good as the starting because the final act occurs too fast due to which the ending does'nt looks so good.
movie,The starting of the movie is very nice,positive,The starting of the movie is very nice but in second half its not as good as the starting because the final act occurs too fast due to which the ending does'nt looks so good.
ending,the ending does'nt looks so good,negative,The starting of the movie is very nice but in second half its not as good as the starting because the final act occurs too fast due to which the ending does'nt looks so good.
movie,this movie sucks,negative,I can't believe all the overhype this movie sucks Zero plot .
plot,Zero plot,negative,I can't believe all the overhype this movie sucks Zero plot .
directing,Amazing directing by Todd Phillips,positive,Amazing directing by Todd Phillips & amazing cinematography by Lawrence Sher.
Todd Phillips,Amazing directing ,positive,Amazing directing by Todd Phillips & amazing cinematography by Lawrence Sher.
cinematography,amazing cinematography by Lawrence Sher,positive,Amazing directing by Todd Phillips & amazing cinematography by Lawrence Sher.
Lawrence Sher,amazing cinematography,positive,Amazing directing by Todd Phillips & amazing cinematography by Lawrence Sher.
action,live action on CGI which works so perfectly,positive,The battle of Helm's Deep like a live action on CGI which works so perfectly.
CGI,live action on CGI which works so perfectly,positive,The battle of Helm's Deep like a live action on CGI which works so perfectly.
action,great tho,positive,The action and special effects were great tho.
special effects,great tho,positive,The action and special effects were great tho.
concept,amazed,positive,"The first time i watched this, i was absolutely amazed with the concept of it."
The Fellowship,The Fellowship was better than I had expected,positive,The Fellowship was better than I had expected and gave the impression of an even better sequense.
visuals,stunning visuals ,positive,"Not Nolan's greatest work, Interstellar is a slow burn mind bender but it keeps you in the game until the end, and features stunning visuals and a great cast."
cast,stunning visuals and a great cast,positive,"Not Nolan's greatest work, Interstellar is a slow burn mind bender but it keeps you in the game until the end, and features stunning visuals and a great cast."
movie,It is probably the worst movie that I have ever seen.,negative,It is probably the worst movie that I have ever seen. Its only rivals are the two previous LOR movies.
film,It is a beautiful film and worth watching,positive,It is a beautiful film and worth watching and has a special artistic touch I swear.
Coppola,ashamed,negative,Coppola should be ashamed.
Acting,everything is beautiful and a treat to watch,positive,"Acting, story, music, screenplay everything is beautiful and a treat to watch."
story,everything is beautiful and a treat to watch,positive,"Acting, story, music, screenplay everything is beautiful and a treat to watch."
music,everything is beautiful and a treat to watch,positive,"Acting, story, music, screenplay everything is beautiful and a treat to watch."
screenplay,everything is beautiful and a treat to watch,positive,"Acting, story, music, screenplay everything is beautiful and a treat to watch."
sound,Wobbly sound,negative,Wobbly sound and out of focus cuts throughout.
cuts,out of focus,negative,Wobbly sound and out of focus cuts throughout.
movie,Garbage movie - plot wise,negative,Garbage movie - plot wise.
plot,Garbage movie - plot wise,negative,Garbage movie - plot wise.
film,got slow and dull at many points for me,negative,I love the music for this for then the actual film it got slow and dull at many points for me but I would still watch it again.
music,I love the music,positive,I love the music for this for then the actual film it got slow and dull at many points for me but I would still watch it again.
movie,but it was still a rather ordinary movie.,negative,"The acting was good, and the plot original, but it was still a rather ordinary movie."
acting,good,positive,"The acting was good, and the plot original, but it was still a rather ordinary movie."
plot,original,positive,"The acting was good, and the plot original, but it was still a rather ordinary movie."
Disney,Disney ruined more great characters by having too political writers,negative,Disney ruined more great characters by having too political writers involved and ruining important characterizations of developed and loved personas.
writers,ruining important characterizations of developed and loved personas,negative,Disney ruined more great characters by having too political writers involved and ruining important characterizations of developed and loved personas.
1st half,Movie is excellent till 1st half,positive,Movie is excellent till 1st half but in 2nd half you get bored irritating and may be scratch your hair
2nd half,you get bored irritating and may be scratch your hair,negative,Movie is excellent till 1st half but in 2nd half you get bored irritating and may be scratch your hair
show,great,positive,A great show of rise to power and downfalls.
book,Read both book versions,neutral,Read both book versions.
acting,exceptional,positive,5 stars for the exceptional acting though
Joaquin Phoenix,Joaquin Phoenix and Todd Phillips overdid themselves with this movie .,positive,Enjoy this masterpiece because Joaquin Phoenix and Todd Phillips overdid themselves with this movie .
Todd Phillips,overdid themselves with this movie .,positive,Enjoy this masterpiece because Joaquin Phoenix and Todd Phillips overdid themselves with this movie .
movie,The movie was excellent and amazing,positive,"The movie was excellent and amazing, from the beginning that Joaquin's personality is seen as he evolves in the Joker until the end, Joker is the most difficult character to do and I think Joaquin did it!"
beginning,"amazing, from the beginning",positive,"The movie was excellent and amazing, from the beginning that Joaquin's personality is seen as he evolves in the Joker until the end, Joker is the most difficult character to do and I think Joaquin did it!"
Joaquin,amazing,positive,"The movie was excellent and amazing, from the beginning that Joaquin's personality is seen as he evolves in the Joker until the end, Joker is the most difficult character to do and I think Joaquin did it!"
ending,It kind of stopped,negative,I also didn't think it had an ending. It kind of stopped.
film,"Gladiator is a great film, not only for it's gore",positive,"Gladiator is a great film, not only for it's gore, but for it's performances."
performances,"Gladiator is a great film, not only for it's gore, but for it's performances.",positive,"Gladiator is a great film, not only for it's gore, but for it's performances."
Edward Norton,"an oscar for this movie and still rate it at ""6""",positive,"I would give Edward Norton an oscar for this movie and still rate it at ""6"" because crazy people are not worth so much of my time and energy."
ending,it's wobbling,negative,"So basically why would you leave the ending like this, like mans here thinking omg the spinning thing is gonna drop because it's wobbling and then you have the audacity to cut the damn sceen WHAT DO YOU MEAN BROOO"
story,the story told us a lot. love is forever,neutral,the story told us a lot. love is forever
music,The music and effects were great,positive,The music and effects were great.
effects,The music and effects were great,positive,The music and effects were great.
movie,This is a great movie,positive,This is a great movie even though I think the ending was odd in my view.
ending,odd,negative,This is a great movie even though I think the ending was odd in my view.
movie,There is a lot of walking around and talking,neutral,"There is a lot of walking around and talking in The Two Towers, and it's tough for a three hour movie to still be compelling."
writers,Marvel has no writers,negative,Marvel has no writers
voice,hilarious,positive,Bales voice is hilarious.
movie,A fantastic animated movie,positive,A fantastic animated movie like-able characters fun to watch :)
characters,like-able characters fun to watch,positive,A fantastic animated movie like-able characters fun to watch :)
acting,unparalleled all round,positive,The acting is unparalleled all round.
message,I get why some people hate this,neutral,I get why some people hate this . It's because of the political message and how some people think that you need get empathy for Arthur's madness. But come on that is not the point and it will never be.
movie,"The screenplay is so bad, I don't know how this movie can have such a big score on iMDb.",negative,"The screenplay is so bad, I don't know how this movie can have such a big score on iMDb."
screenplay,The screenplay is so bad,negative,"The screenplay is so bad, I don't know how this movie can have such a big score on iMDb."
movie concept,movie concept is best.,positive,movie concept is best.
movie,it's a really good movie,positive,"Just as good as the first movie, nothing very special about it, could never give it 10 out of 10 although it's a really good movie I doubt I will ever watch it again."
plot,The plot is probably written by a three year old kid,negative,What were they thinking? The plot is probably written by a three year old kid.
performances, has great performances,positive,"The Shawshank Redemption has great performances, extremely well written script and story all leading to a deeply emotional climax!"
script,extremely well written,positive,"The Shawshank Redemption has great performances, extremely well written script and story all leading to a deeply emotional climax!"
story,extremely well written script and story all leading to a deeply emotional climax,positive,"The Shawshank Redemption has great performances, extremely well written script and story all leading to a deeply emotional climax!"
climax,deeply emotional,positive,"The Shawshank Redemption has great performances, extremely well written script and story all leading to a deeply emotional climax!"
special effects,The film has great special effects ,positive,"The film has great special effects and fight sequences, but with characters you don't really care about."
fight sequences,The film has great special effects and fight sequences,positive,"The film has great special effects and fight sequences, but with characters you don't really care about."
characters,characters you don't really care about,negative,"The film has great special effects and fight sequences, but with characters you don't really care about."
plot,No plot,negative,No plot.
Tim Robbins,Thank you Tim Robbins,positive,"Thank you Tim Robbins, you are the only reason I could sit through this long winded tale of garbage."
tale,winded tale of garbage,negative,"Thank you Tim Robbins, you are the only reason I could sit through this long winded tale of garbage."
actors,A lot of good actors in this movie,positive,A lot of good actors in this movie. Use them and quit focusing on CGI!!
CGI,quit focusing on CGI!!,negative,A lot of good actors in this movie. Use them and quit focusing on CGI!!
characters,The characters are so well developped,positive,The characters are so well developped and well interpreted by the actors that you really feel for them which makes the whole story even more compeling.
actors,well interpreted,positive,The characters are so well developped and well interpreted by the actors that you really feel for them which makes the whole story even more compeling.
story,compeling,positive,The characters are so well developped and well interpreted by the actors that you really feel for them which makes the whole story even more compeling.
music,beautiful,positive,"Music, emotions, and a beautiful love story."
tone,Excellent tone,positive,"Excellent tone, well acted, and has some great twists."
acted,well acted,positive,"Excellent tone, well acted, and has some great twists."
twists,has some great twists,positive,"Excellent tone, well acted, and has some great twists."
cast,a really good,positive,A great adaptation of the book and a really good cast!
Gollum character,good character,positive,Gollum character was also a good character.
story line,Convoluted,negative,Convoluted story line.
plot,more holes than a Swiss cheese.,negative,The plot has more holes than a Swiss cheese.
Acting,Acting was good,positive,Acting was good
visuals,Stunning visuals. Amazing story line,positive,A feast of imagination. Stunning visuals. Amazing story line.
story line,Amazing,positive,A feast of imagination. Stunning visuals. Amazing story line.
Tim Robbins,you make my days a little brighter -- thank you,positive,"Tim Robbins, you make my days a little brighter -- thank you!"
films,One of Nolan's worst films,negative,One of Nolan's worst films.
action, good action,positive,It is a good combination of good action and awesome storyline.
storyline,awesome,positive,It is a good combination of good action and awesome storyline.
film,I was blown away by this film,positive,"I was blown away by this film, the sound, the music, the experience!"
sound,"I was blown away by this film, the sound, the music, the experience!",positive,"I was blown away by this film, the sound, the music, the experience!"
music,"I was blown away by this film, the sound, the music, the experience!",positive,"I was blown away by this film, the sound, the music, the experience!"
action, lot of mediocre animated action with little substance,negative,If that is your thing you will like it otherwise a lot of mediocre animated action with little substance.
Darabont,The structure builts up emotionnaly like only Darabont can do it. Breathtaking!,positive,The structure builts up emotionnaly like only Darabont can do it. Breathtaking!
movies,One of the best movies in these few years,positive,One of the best movies in these few years and 100% Oscar worthy Joaquin Phoenix delivers one of the best performances I've ever scene
Joaquin Phoenix,one of the best performances I've ever scene,positive,One of the best movies in these few years and 100% Oscar worthy Joaquin Phoenix delivers one of the best performances I've ever scene
Chihiro,I do like Chihiro though.,positive,I do like Chihiro though.
story,Does not contain a story,negative,The picture is overrated by critics. Does not contain a story.
acting,NO great acting performances,negative,NO great acting performances(they're OK but not a miracle!)
actors,The furnishings are more interesting than the actors,negative,The furnishings are more interesting than the actors.
scenario,worst,negative,he will win 100% Oscar for the worst scenario and for the worst director
director,worst director,negative,he will win 100% Oscar for the worst scenario and for the worst director
director,smartly let us keep talking after watching,positive,"The director cleverly used some vague clue loopholes to make everyone think that the ending of the movie is open, let people have room for discussion, and smartly let us keep talking after watching, it can be said that it is very smart."
Acting,Great Acting ,positive,Great Acting dreadful editing.
editing,dreadful editing,negative,Great Acting dreadful editing.
story,The story is good,positive,"The story is good, but how poverty is romanticized is disgusting."
second half,simply great,positive,Especially the second half of the movie is really intense of emotions and the final is simply great.
movie,great,positive,Especially the second half of the movie is really intense of emotions and the final is simply great.
director,OUCH! Pls make this director stop,negative,Parasite (2019) OUCH! Pls make this director stop.
battle scene,the final battle scene was epic,positive,the final battle scene was epic (about 4 viewings)
editing,The editing flows like a samba.,positive,The editing flows like a samba.
plot,The same old plot,negative,The same old plot used over and over again.
