,Text,Intent
12300,do you know how long of a wait it will be,how_busy
12301,how long is the restaurant line before we go,how_busy
12302,how long will it take to get seated at needham's,how_busy
12303,how long will the wait be at noon if we went to nagomi,how_busy
12304,will i have to wait for long before being seated at the cheese cake factory,how_busy
12305,how long should i expect to wait at the cheesecake factory before getting seated,how_busy
12306,what is the average wait time at the cheese cake factory,how_busy
12307,how long will i have to wait before being seated at the cheese cake factory,how_busy
12308,how long will the wait time be at the cheese cake factory,how_busy
12309,how long will i have to wait if i want to eat at panera,how_busy
12310,how long would i have to wait if i want to go to golden corral,how_busy
12311,how busy will panera be at noon,how_busy
12312,is there a wait time to get into tgifridays,how_busy
12313,will cracker barrel be crowded around five this evening,how_busy
12314,how busy will golden corral be at 7:30 tonight,how_busy
12315,can you tell me how busy chipotle will be at nine tonight,how_busy
12316,what is the wait time at applebee's,how_busy
12317,would i have to wait long if i want to eat at chili's,how_busy
12318,"if i go to tgifridays at eight, will they be crowded",how_busy
12319,how much traffic do they get around dinner time,how_busy
12320,can you check to see how busy that restaurant is for dinner,how_busy
12321,is that place busy around dinner time,how_busy
12322,is that restaurant crowded during dinner,how_busy
12323,how busy it that place for dinner,how_busy
12324,can i expect chili's to be busy at 4:30,how_busy
12325,do you think longhorn steakhouse will be busy at 5pm,how_busy
12326,how busy do you expect olive garden to be at 6,how_busy
12327,what's the table wait at applebees,how_busy
12328,i want a table at texas roadhouse; how long will it be,how_busy
12329,how long does it take to get a table at chili's,how_busy
12330,how many people do you think will be at applebees at 7,how_busy
12331,how long will i wait for a table at red lobster,how_busy
12332,is red lobster busy at 6pm,how_busy
12333,what's the wait for a table at olive garden right now,how_busy
12334,"around nine, is ambrosio busy",how_busy
12335,is sage busy around noon,how_busy
12336,"for toby's, is it busy around six",how_busy
12337,"at four, how much business does georgio have",how_busy
12338,how long can i expect to wait for a restaurant table,how_busy
12339,what time can i expect to be seated at this restaurant,how_busy
12340,what is the wait time at this restaurant,how_busy
12341,will there be a wait time at this restaurant,how_busy
12342,what is the sitting time at this restaurant,how_busy
12343,how busy is orchids at 7,how_busy
12344,how busy is zippy around 12 for lunch,how_busy
12345,how long is the wait at orchids,how_busy
12346,how long is the wait at imanas,how_busy
12347,how busy is imanas tei at 7 dinner,how_busy
12348,what is the wait supposed to be at zippys,how_busy
12349,how busy is mc donald at 8 in the morning,how_busy
12350,how busy is michel at 9,how_busy
12351,how busy is imanas at 6,how_busy
12352,how long do i have to wait for shokudo,how_busy
12353,how busy is teddy bigger burder around 5,how_busy
12354,how long is the wait at assagios today,how_busy
12355,how busy is shokudo at 12,how_busy
12356,how busy is jiro at 12 lunch time,how_busy
12357,"at 5 pm, is kaya very busy",how_busy
12358,how busy is kaya around 5 pm,how_busy
12359,"around 5 pm, how busy is kaya",how_busy
12360,is kaya very busy at 5 pm,how_busy
12361,is kaya busy around 5 pm,how_busy
12362,how long is the wait at macaroni grill,how_busy
12363,does macaroni grill have a wait how long,how_busy
12364,check the wait time for macaroni grill,how_busy
12365,how long will it take to be seated at macaroni grill,how_busy
12366,what's the wait at macaroni grill,how_busy
12367,will i be able to get a seat at 5pm,how_busy
12368,tell me how busy the restaurant will be between 5 and 7pm,how_busy
12369,is the restaurant busy at lunchtime,how_busy
12370,will the restaurant be busy at 5pm,how_busy
12371,when will the restaurant be busiest,how_busy
12372,how busy is ihop generally around noon,how_busy
12373,please look into the current wait times at chili's right now,how_busy
12374,"at 5:30 pm, how busy can i expect olive garden to be",how_busy
12375,"if i go to olive garden at 4 pm, how busy will it be",how_busy
12376,how busy will chili's be if i go at 6 pm,how_busy
12377,how long would i need to wait for a table at ihop right now,how_busy
12378,i would like to find out if macaroni grill will be busy around 7:00 pm,how_busy
12379,can you tell me how busy outback steakhouse will be at 7:30 pm,how_busy
12380,find out how busy ihop usually is around 5 pm,how_busy
12381,find out what wait times are like right now at olive garden,how_busy
12382,can you tell me what the wait is like right now at cracker barrel,how_busy
12383,tell me how busy macaroni grill will be around 8 pm,how_busy
12384,check to see how long of a wait i would be facing if i go to outback steakhouse,how_busy
12385,i want to know how busy ruby tuesday will be at around 8:45 pm,how_busy
12386,do you know how busy outback steakhouse tends to be at 7:00 pm,how_busy
12387,how long will it take me to be seated at ihop,how_busy
12388,how long will i stand in line at carl jr's,how_busy
12389,how busy is ihop at 5 pm,how_busy
12390,does ihop have a lot of business around 7 am,how_busy
12391,what's the typical wait time at red lobster,how_busy
12392,would you say that red lobster's pretty buy at noon,how_busy
12393,what's the crowd like at hopper's bar around 11pm,how_busy
12394,can you tell me if there's a lot of wait time at wendy's around 8am,how_busy
12395,how long will it take to be seated at the flying w,how_busy
12396,what's the typical time to eat at red lobster,how_busy
12397,how busy does outback get around 7pm,how_busy
12398,will i have to wait to get a table at ihop,how_busy
12399,how many people go to chili's around 9pm,how_busy
12400,can i make a reservation for redrobin,accept_reservations
12401,is it possible to make a reservation at redrobin,accept_reservations
12402,does redrobin take reservations,accept_reservations
12403,are reservations taken at redrobin,accept_reservations
12404,does redrobin do reservations,accept_reservations
12405,can acero take reservation,accept_reservations
12406,can you make reservations at hodak's,accept_reservations
12407,tell me if per se in nyc takes reservations,accept_reservations
12408,tell me if the cheshire takes reservations,accept_reservations
12409,will qdoba take reservations,accept_reservations
12410,does burger king accept reservations,accept_reservations
12411,does gramercy tavern in new york accept reservations,accept_reservations
12412,does acero in maplewood allow reservations,accept_reservations
12413,does cielo take reservations,accept_reservations
12414,find out if la tour d'argent in paris takes reservations,accept_reservations
12415,does tony's in downton let you make reservations,accept_reservations
12416,does gramercy tavern accept reservations,accept_reservations
12417,does mcdonalds take reservations,accept_reservations
12418,can you make reservations at steak 'n' shake,accept_reservations
12419,will nobu take reservations,accept_reservations
12420,do they take reservations at carrabbas,accept_reservations
12421,do they take reservations at applebees,accept_reservations
12422,do they take reservations at olive garden,accept_reservations
12423,do they take reservations at buffalo wild wings,accept_reservations
12424,do they take reservations at outback steakhouse,accept_reservations
12425,i need to know if angelos takes reservations,accept_reservations
12426,does applebees in trenton do reservations,accept_reservations
12427,does luigi's take reservations,accept_reservations
12428,please find out if napolis takes lunch reservations,accept_reservations
12429,does hannahs in galloway take reservations,accept_reservations
12430,does stanleys take brunch reservations,accept_reservations
12431,tell me if luigis in brick takes reservations,accept_reservations
12432,i need to know if capones does reservations in trenton,accept_reservations
12433,does marios in brooklyn take reservations,accept_reservations
12434,do you know if bottlenecks takes dinner reservations,accept_reservations
12435,do you know if whether or not zeus does reservations,accept_reservations
12436,can you let me if zeus accepts reservations,accept_reservations
12437,i need to find out do you know if zeus does reservations,accept_reservations
12438,please tell me does zeus do reservations,accept_reservations
12439,can you tell me if zeus does reservations,accept_reservations
12440,can i get a reservation at melting pot tomorrow,accept_reservations
12441,what locations of applebee's take reservations,accept_reservations
12442,can i get a reservation at champs,accept_reservations
12443,where can i find jimmy john's reservations,accept_reservations
12444,how many culver's take reservations,accept_reservations
12445,is there evening reservations available in the eve,accept_reservations
12446,do you know if bahama breeze does reservations,accept_reservations
12447,do you know if ruth chris does reservations,accept_reservations
12448,do you know if cheese cake factory does reservations,accept_reservations
12449,do you know if benihana does reservations,accept_reservations
12450,do you know if olive garden does reservations,accept_reservations
12451,does the steakhouse on main st take reservations,accept_reservations
12452,does sidetracks take reservations,accept_reservations
12453,are reservations allowed at burger king,accept_reservations
12454,does black rock take reservations,accept_reservations
12455,can i make reservations at applebee's or no,accept_reservations
12456,does buffalo wild wings do reservations,accept_reservations
12457,does minnies cafe in modesto take reservations,accept_reservations
12458,does bjs take reservations,accept_reservations
12459,will they take reservations at chillis,accept_reservations
12460,does pho king in ceres take reservations,accept_reservations
12461,can applebees take any reservations,accept_reservations
12462,does arbys in lakewood take reservations,accept_reservations
12463,does minnis take reservations,accept_reservations
12464,do they take reservations at bjs,accept_reservations
12465,does buffalo wild wings take reservations,accept_reservations
12466,does buffalo wild wings in concord take reservations,accept_reservations
12467,will they take reservations at torris,accept_reservations
12468,does black bear diner in tracy take reservations,accept_reservations
12469,does chillis take reservations,accept_reservations
12470,do they take reservations at bar tartine,accept_reservations
12471,do they take reservations at mcdonalds,accept_reservations
12472,do they take reservations at the progress,accept_reservations
12473,does tartine in san francisco take reservations,accept_reservations
12474,does cowgirl creamery in san francisco take reservations,accept_reservations
12475,do they take reservations at state bird,accept_reservations
12476,does nopa in san francisco take reservations,accept_reservations
12477,does bar tartine in san francisco take reservations,accept_reservations
12478,do they take reservations at arby's,accept_reservations
12479,does pizzeria delfina in san francisco take reservations,accept_reservations
12480,does iron skillet at the truck stop trake reservations,accept_reservations
12481,does the zen garden in la take reservations,accept_reservations
12482,does moes in la except rerservations,accept_reservations
12483,does ruby tuesday accept reservations,accept_reservations
12484,can i make a reservation at chevy's,accept_reservations
12485,is it possible to make reservations in advance for macaroni grill,accept_reservations
12486,is it possible to make reservations with famous dave's restaurant,accept_reservations
12487,is it possible to make reservations at chili's,accept_reservations
12488,does chili's take reservations,accept_reservations
12489,can you tell me if ruby tuesday does reservations,accept_reservations
12490,does olive garden take reservations,accept_reservations
12491,do you know whether ihop does reservations,accept_reservations
12492,does michael's accept reservations,accept_reservations
12493,do they accept reservations at michael's,accept_reservations
12494,can you make a reservation at michael's,accept_reservations
12495,can i make a reservation at michael's,accept_reservations
12496,does the restaurant michael's take reservations,accept_reservations
12497,do they take reservations at mendy's,accept_reservations
12498,do you know if outback allows reservations,accept_reservations
12499,do they take reservations at red robin,accept_reservations
12500,can you find my package in transit,order_status
12501,track my package please,order_status
12502,help me find my package,order_status
12503,i need to track my package,order_status
12504,what's going on with my order,order_status
12505,can you see where my package is,order_status
12506,do you know anything about the status of my order,order_status
12507,can you check if my order has been delivered,order_status
12508,are you able to figure out where my package is,order_status
12509,order status,order_status
12510,is my order being delivered soon,order_status
12511,where's my package,order_status
12512,do you know where my package is,order_status
12513,"check status on my deliver, has it been delivered",order_status
12514,is my order shown as delivered,order_status
12515,did my order ship,order_status
12516,can you tell where my package is,order_status
12517,is my package able to be tracked by you,order_status
12518,can you find my package,order_status
12519,can you locate my package,order_status
12520,are you able to tack my package,order_status
12521,has my online order shipped yet,order_status
12522,i need to know what the most recent update is on the status of my online purchase,order_status
12523,look up the status of the order i placed online,order_status
12524,check to see the status of my recent online order,order_status
12525,find out the status of my most recent online purchase,order_status
12526,"i ordered some curtains off amazon, can you tell me if it's been shipped yet",order_status
12527,what's the status of my order,order_status
12528,can you check on the status of my orders at amazon,order_status
12529,can you tell me what the status of my last amazon order is,order_status
12530,can you tell me if my last amazon order is coming today,order_status
12531,show me tracking on my order,order_status
12532,what is the status of my order,order_status
12533,can you update me on my last amazon orders,order_status
12534,"i just placed my order today, what is the status of it",order_status
12535,can i please get the status my order,order_status
12536,my order was put in and i was wonder how i can see the status of it,order_status
12537,i submitted my order is there any updates on it yet,order_status
12538,"hey, i just put in my order and i was wondering what the status of it",order_status
12539,what's the current location of my package,order_status
12540,has my ordered arrived,order_status
12541,when will my package arrive,order_status
12542,can you see if my order was delivered,order_status
12543,did my order ever get distributed today,order_status
12544,where was my package last at,order_status
12545,can you help me find my package,order_status
12546,was my order dropped off,order_status
12547,where's my package right now,order_status
12548,would you track my package,order_status
12549,please track my package,order_status
12550,track my package now please,order_status
12551,could you please track my package,order_status
12552,i need you to track my package,order_status
12553,what is the status of my online order,order_status
12554,what's the status of the order i placed online last week with target,order_status
12555,please tell me the status of my last online order from walmart,order_status
12556,"can i still make changes to my order, or has it already been shipped",order_status
12557,i need an update on my online order from nespresso,order_status
12558,when can i expect to receive the order,order_status
12559,has my order been shipped,order_status
12560,can you give me a status update on my online order from amazon,order_status
12561,what is the status of my online order of coffee pods,order_status
12562,what is the status of my recent order,order_status
12563,can you please check on the status of my online order,order_status
12564,check up on the status of my online order,order_status
12565,online order: status,order_status
12566,check on the status of my order,order_status
12567,where is my order,order_status
12568,is my order here yet,order_status
12569,when will my order be delivered,order_status
12570,check the status of my order,order_status
12571,show me where my order is,order_status
12572,has my order been shipped yet,order_status
12573,can you check to see if my order has been delivered,order_status
12574,"could you check to see if my order has been delivered, please",order_status
12575,"can you check to see if my order has been delivered, please",order_status
12576,"could you check if my order has been delivered, please",order_status
12577,could you check to see if my order has been delivered,order_status
12578,has the order that i placed arrived,order_status
12579,is my order already here,order_status
12580,is my order due yet,order_status
12581,is the packaged delivered already,order_status
12582,has my order arrived yet,order_status
12583,how soon will me package arrive,order_status
12584,when can i expect my order,order_status
12585,check order number,order_status
12586,"track package, please",order_status
12587,are you able to track my package,order_status
12588,track my package,order_status
12589,what is the tracking on my package,order_status
12590,get the tracking on my package,order_status
12591,what is the status of my delivery order,order_status
12592,where is my delivery order,order_status
12593,has my delivery order arrived yet,order_status
12594,has my delivery order showed up,order_status
12595,"i ordered for delivery, has is arrived yet",order_status
12596,what is the status of my most recent order,order_status
12597,has my recent order shipped,order_status
12598,when will my order be here,order_status
12599,will my order be here by saturday,order_status
12600,how do i change my pin for number for my abc bank account,pin_change
12601,what do i need to do to change my abc bank account pin number,pin_change
12602,i have no idea what the pin is for my checking account,pin_change
12603,i cannot recall the pin for my savings account,pin_change
12604,i forgot the pin number for my college fund account,pin_change
12605,set up a new pin number on my college fund account and make it be 1234,pin_change
12606,i want 1234 to be the new pin number for my joint account,pin_change
12607,please change my checking account pin to 1234,pin_change
12608,i need to set up a new pin number for my college fund account,pin_change
12609,i want my savings account pin to be 1234 from now on,pin_change
12610,please change my retirement account pin number to 1234,pin_change
12611,my checking account needs a new pin number,pin_change
12612,i seem to have lost the pin for my retirement account,pin_change
12613,i would like to replace the pin number for my retirement account,pin_change
12614,i'd like to change my pin number for my checking account,pin_change
12615,i want a new pin for my savings account,pin_change
12616,i'm afraid i've forgotten the pin for my 401k account,pin_change
12617,i need help changing my pin,pin_change
12618,is there a way to get my pin number,pin_change
12619,is there a way to change my pin number for my savings account,pin_change
12620,i need my pin number,pin_change
12621,"how do i get my pin number, i forgot mine",pin_change
12622,help me change my pin number for my money market account,pin_change
12623,how do i get a new pin,pin_change
12624,tell me how i can get a new pin number,pin_change
12625,tell me how to retrieve my pin number,pin_change
12626,"help me, i forgot my pin number",pin_change
12627,what is the procedure for getting a new pin number,pin_change
12628,how do i change my pin number for my payroll account,pin_change
12629,change my pin number for my checking account,pin_change
12630,change my amex account pin to 1234,pin_change
12631,change my amex pin to 1234,pin_change
12632,swap my amex pin to 1234,pin_change
12633,switch my amex pin to 1234,pin_change
12634,set my amex pin to 1234,pin_change
12635,you need to change the pin on my bank of america account to be 1234,pin_change
12636,i need you to change the pin on my bank of america account to be 1234,pin_change
12637,i need to change my pin number for my account,pin_change
12638,i must change my pin number for my money market account,pin_change
12639,i cannot remember what my pin is for my bank of america checking account,pin_change
12640,i really need to change my pin number for my account,pin_change
12641,i cannot remember what my pin is for my bank of america checking account this moment,pin_change
12642,i want to change my pin number for my checking account,pin_change
12643,i want to change my pin number for my account,pin_change
12644,please go and change the pin on my bank of america account to be 1234,pin_change
12645,i must change my pin number for my account,pin_change
12646,go ahead and change the pin on my bank of america account to be 1234,pin_change
12647,i got to change my pin number for my account,pin_change
12648,i need to change my pin number for my savings account,pin_change
12649,i wanna change my pin number for my credit acount,pin_change
12650,please change the pin on my bank of america account to be 1234,pin_change
12651,i really cannot remember what my pin is for my bank of america checking account,pin_change
12652,i gotta change my pin number for my debit account,pin_change
12653,i am unable to remember what my pin is for my bank of america checking account,pin_change
12654,so it turns out i can't remember what my pin is for my bank of america checking account,pin_change
12655,"how do i change my pin number for my account, please",pin_change
12656,"how do i update my pin number for my account, please",pin_change
12657,"i would like to change the pin on my checking account, please",pin_change
12658,"i'd like to change the pin on my savings account, please",pin_change
12659,change the pin on my capital one account to be 1234,pin_change
12660,change the pin on my redwood credit union account to be 1234,pin_change
12661,change the pin on my chase account to be 1234,pin_change
12662,how do i update my pin number for my account,pin_change
12663,i would like to change the pin on my savings account,pin_change
12664,change the pin on my wells fargo account to be 1234,pin_change
12665,change the pin on my bank of america account to be 1234,pin_change
12666,i would like to change the pin on my checking account,pin_change
12667,"i would like to change the pin on my savings account, please",pin_change
12668,"how do i reset my pin number for my account, please",pin_change
12669,please change pin to 1234 on my bank account trailing in 3829,pin_change
12670,on account ending in 3838 change my pin to 1234,pin_change
12671,change my pin to 1234 on account ending with digits 4994,pin_change
12672,change the pin on my bank account first republic to 1234,pin_change
12673,change pin to 1234 on account banner,pin_change
12674,help me change my pin number,pin_change
12675,can you tell me how i change my pin number,pin_change
12676,tell me how to change my pin number,pin_change
12677,help me out with changing this pin number,pin_change
12678,can i change my pin number,pin_change
12679,help me get my pin on my capitol one account changed to 3892,pin_change
12680,how can i switch the pin on my wells fargo account to 9982,pin_change
12681,i need a reminder for my pin number,pin_change
12682,help me remember my pin number,pin_change
12683,change the pin on my bofa account to 3892,pin_change
12684,i need to reset my pin number,pin_change
12685,can you reset my pin number,pin_change
12686,can you change my 1st national account pin to 4892,pin_change
12687,can you help me with my pin number,pin_change
12688,please make the pin on my zion bank account to 3232,pin_change
12689,can you tell me my password checking account,pin_change
12690,please tell me my pin number for my synovus account,pin_change
12691,what's my pin for my fidelity account,pin_change
12692,i cant recall my pin number for my city first account,pin_change
12693,i forgot my pin number for my northfield account,pin_change
12694,i'd like to change my pin number for my wells fargo account,pin_change
12695,i would like to change my pin number for my chase account,pin_change
12696,i need to change my pin number for my checking account,pin_change
12697,i'd like to change my pin number for my savings account,pin_change
12698,i forgot my pin number to my chase account,pin_change
12699,can you help me remember my pin to my boa account,pin_change
12700,"syonara, ai device!",goodbye
12701,"goodbye, helpful ai device!",goodbye
12702,bye-bye,goodbye
12703,"goodbye, ai assistant",goodbye
12704,glad we got to talk,goodbye
12705,i'm glad i got to talk to you,goodbye
12706,nice to speak with you,goodbye
12707,this was a great conversation,goodbye
12708,talk to you later,goodbye
12709,tata for now,goodbye
12710,i'm out of here,goodbye
12711,"that's all, bye",goodbye
12712,see ya later,goodbye
12713,adios ai,goodbye
12714,"it was great to see you again, see ya later!",goodbye
12715,"i had a pleasure talking to you, see you later",goodbye
12716,"nice talking again, bye",goodbye
12717,i have to go but it was nice talking again!,goodbye
12718,"i am glad we got to talk again, see you soon",goodbye
12719,sayonara,goodbye
12720,catch you around,goodbye
12721,good seeing you,goodbye
12722,"later, thanks for chatting",goodbye
12723,adios,goodbye
12724,"great talk, take it easy",goodbye
12725,see ya,goodbye
12726,"great chat, talk to you later",goodbye
12727,"nice talk, talk to you later",goodbye
12728,"thanks for chatting, later",goodbye
12729,goodbye to you,goodbye
12730,i must say goodbye,goodbye
12731,i'm saying goodbye now,goodbye
12732,it is time to say goodbye,goodbye
12733,i have to say goodbye,goodbye
12734,cya later,goodbye
12735,i enjoyed talking to you,goodbye
12736,thanks for talking,goodbye
12737,it was good chatting,goodbye
12738,it was nice chatting with you,goodbye
12739,always nice to talk to you,goodbye
12740,"see you later, alligator",goodbye
12741,good night,goodbye
12742,it was nice to get in touch,goodbye
12743,see you soon,goodbye
12744,later gator!,goodbye
12745,it was nice to talk it out with you,goodbye
12746,it was nice to converse with you,goodbye
12747,ill see you around,goodbye
12748,take it easy!,goodbye
12749,later gater,goodbye
12750,it was nice to speak with you,goodbye
12751,see you later alligator,goodbye
12752,fairwell,goodbye
12753,have a good one,goodbye
12754,peace,goodbye
12755,bye for now,goodbye
12756,"thanks, bye",goodbye
12757,i have to get going,goodbye
12758,talk to you later!,goodbye
12759,i’ll be leaving now,goodbye
12760,i’m leaving-goodbye!,goodbye
12761,thanks for talking to me,goodbye
12762,it was really nice to be able to chat with you,goodbye
12763,it was good to talk to you today,goodbye
12764,it was great to have this conversation with you,goodbye
12765,it was nice to catch up with you,goodbye
12766,it was enjoyable talking with you,goodbye
12767,it was great chatting with you,goodbye
12768,it was cool talking with you,goodbye
12769,it was pleasant conversing with you,goodbye
12770,good bye my friend,goodbye
12771,i need to go now,goodbye
12772,see you again soon,goodbye
12773,i've got to run now,goodbye
12774,goodbye!,goodbye
12775,i had fun speaking with you,goodbye
12776,bye!,goodbye
12777,later!,goodbye
12778,adios!,goodbye
12779,until next time!,goodbye
12780,farewell!,goodbye
12781,it was enjoyable to chat with you,goodbye
12782,i'm outta here!,goodbye
12783,it was pleasant having a conversation with you,goodbye
12784,bye now,goodbye
12785,buhbye,goodbye
12786,see you in a while,goodbye
12787,see you around,goodbye
12788,nice to see you again,goodbye
12789,nice to see you,goodbye
12790,talk later,goodbye
12791,tootles,goodbye
12792,peace out,goodbye
12793,goodbye for now ai,goodbye
12794,ai goodbye,goodbye
12795,i'll talk to you later ai,goodbye
12796,we'll talk later ai,goodbye
12797,i have to go ai goodbye,goodbye
12798,bye bye!,goodbye
12799,see you later!,goodbye
12800,why is there a hold on my american saving bank account,account_blocked
12801,i am nost sure why my account is blocked,account_blocked
12802,why is there a hold on my capital one checking account,account_blocked
12803,i think my account is blocked but i do not know the reason,account_blocked
12804,can you tell me why is my bank account frozen,account_blocked
12805,why is there a hold on my edward jones account,account_blocked
12806,why am i locked out of my bank account,account_blocked
12807,why in the world am i locked out of my bank account,account_blocked
12808,what is the reason for frozen status on my bank account,account_blocked
12809,check for why is my bank account frozen,account_blocked
12810,i don't know the reason my account is blocked,account_blocked
12811,find out for me why is my bank account frozen,account_blocked
12812,can you find out why is my bank account frozen,account_blocked
12813,why is there a hold on my discover account,account_blocked
12814,tell me why am i locked out of my bank account,account_blocked
12815,what is the reason i am locked out of my bank account,account_blocked
12816,why is my account blocked,account_blocked
12817,find out the reason why am i locked out of my bank account,account_blocked
12818,i think my account is block but i am not sure why,account_blocked
12819,why is there a hold on my charles swab account,account_blocked
12820,my chase account has a hold why,account_blocked
12821,what's the reason for a hold on my wells fargo account,account_blocked
12822,can you find the reason for the block on my account,account_blocked
12823,"there's a hold on my chase account, but why",account_blocked
12824,tell me the reason there is a hold or block on my account,account_blocked
12825,why does my credit union account have a hold on it,account_blocked
12826,figure out why there is a block on my account please,account_blocked
12827,why am i seeing a hold on my boa account,account_blocked
12828,"my account has been blocked, but i have no idea why",account_blocked
12829,why is there a block on my account,account_blocked
12830,can you please unlock my bank account,account_blocked
12831,please let me into my bank account,account_blocked
12832,why cannot i take any money out from my bank account,account_blocked
12833,what was the reason my bank account was frozen,account_blocked
12834,who froze my bank account,account_blocked
12835,who can i talk to right away about the current freeze on my account,account_blocked
12836,my checking account has a hold on it and i need to know why,account_blocked
12837,why is my bank account stopping all transactions from going through,account_blocked
12838,i need to know why my bank account is blocking all of activity,account_blocked
12839,can you find out what triggered a hold on my bank account,account_blocked
12840,can i talk to someone about why there is a hold on my checking account,account_blocked
12841,what caused a freeze to be put on my bank account,account_blocked
12842,"my account has a hold on it and i can't access my funds, why",account_blocked
12843,is there a reason that my bank account has a freeze on it,account_blocked
12844,what would cause my bank account to be frozen,account_blocked
12845,do you know why i can't log into my bank account,account_blocked
12846,why can't i get into my account,account_blocked
12847,did i do something to get my bank account frozen,account_blocked
12848,was my bank account frozen for a specific reason,account_blocked
12849,why are the funds in my bank account frozen,account_blocked
12850,what would cause me to be locked out of my bank account,account_blocked
12851,why am i unable to access my bank account,account_blocked
12852,why is my bank account frozen,account_blocked
12853,why would i have been locked out of my own account,account_blocked
12854,can you explain to me why my bank account might be frozen,account_blocked
12855,i am very confused about why or how my bank would lock me out of my account,account_blocked
12856,why would the bank have frozen my account,account_blocked
12857,do you know why the bank put a hold on my joint checking account,account_blocked
12858,i don't understand why there is a hold on my retirement fund account,account_blocked
12859,can you explain why there is a hold on my savings account,account_blocked
12860,what's the deal with my bank account being locked,account_blocked
12861,what reason could the bank have had for blocking my account,account_blocked
12862,why would a hold have been placed on my checking account,account_blocked
12863,why on earth would a block have been placed on my account,account_blocked
12864,i'm confused about the reason for my bank account being frozen,account_blocked
12865,i don't understand why i have been barred from accessing my own account,account_blocked
12866,i don't understand why my bank account is frozen right now,account_blocked
12867,how come i am being denied access to my bank account,account_blocked
12868,do you know why my account appears to be blocked,account_blocked
12869,i am confused because my account seems to have been blocked for no reason,account_blocked
12870,i am very confused about the block that seems to have been placed on my account why is it there,account_blocked
12871,how is it possible that my account has been frozen,account_blocked
12872,how come a hold was placed on my 401k account,account_blocked
12873,"could you please tell me, my wells fargo account, is there a hold and why",account_blocked
12874,"i am unable to complete my order, why could there be a hold on my wells fargo account",account_blocked
12875,"was a hold placed on my wells fargo account, and if so why",account_blocked
12876,"in regards to my wells fargo account, why is there a hold",account_blocked
12877,why was a hold placed on my wells fargo account,account_blocked
12878,call my bank customer service number,account_blocked
12879,why is my account locked,account_blocked
12880,what's with the block on my bank account,account_blocked
12881,why did my bank account freeze,account_blocked
12882,why'd they put a freeze on my bank account,account_blocked
12883,why is my bank account blocking me,account_blocked
12884,why can't i access my bank account,account_blocked
12885,i think my account is blocked,account_blocked
12886,for what reason is my account blocked,account_blocked
12887,can you tell me why there's a hold on my mutualone account,account_blocked
12888,why don't i have access to my bank account,account_blocked
12889,why isn't it letting me into my bank account,account_blocked
12890,my capital one account has a hold; why,account_blocked
12891,why does my visa account have a hold on it,account_blocked
12892,why am i seeing a hold on my charles schwab account,account_blocked
12893,tell me about the hold on my chase account,account_blocked
12894,can you tell me why my bank account is frozen,account_blocked
12895,do you know why my account is blocked,account_blocked
12896,"help, my account is blocked",account_blocked
12897,"help me please, my account is blocked",account_blocked
12898,help me unblock my account,account_blocked
12899,"my account is blocked, help me figure out why",account_blocked
12900,which song is playing,what_song
12901,what's this song called,what_song
12902,what song is this,what_song
12903,what's the name of this song,what_song
12904,what is this song,what_song
12905,can you tell me what song this is,what_song
12906,which song is this,what_song
12907,can you look up the name of this song,what_song
12908,i'd like to know what this song is,what_song
12909,can you tell me the name of this song,what_song
12910,do you know what this song is,what_song
12911,what's song am i hearing,what_song
12912,tell me the song title,what_song
12913,what's the title of this track,what_song
12914,what song am i listening to,what_song
12915,who sings this song,what_song
12916,what's the name of what's playing on my speakers,what_song
12917,what's this track,what_song
12918,what's playing right now,what_song
12919,what's the title of this,what_song
12920,what's the name of this tune,what_song
12921,what's the name of this release,what_song
12922,what's the title of this tune,what_song
12923,what track am i listening to,what_song
12924,what's this jam called,what_song
12925,what's this song,what_song
12926,can you name the song on the speakers,what_song
12927,who is this song that's on the stereo,what_song
12928,can you give me the name of this tune,what_song
12929,tell me what song this is,what_song
12930,tell me the name of the song that is playing,what_song
12931,tell me the name of this song,what_song
12932,let me know what song is playing,what_song
12933,help me to know what song is playing,what_song
12934,i want to know what song is playing,what_song
12935,i am wanting to know what song this is,what_song
12936,i am needing to know what song is playing,what_song
12937,could you let me know what song this is,what_song
12938,i need to know what song this is,what_song
12939,what is that song that's playing,what_song
12940,what is the name of the song that's playing on the radio right now,what_song
12941,what's the name of the song you're playing,what_song
12942,what music is playing on the the bluetooth now,what_song
12943,which song is playing now,what_song
12944,can you tell me this song,what_song
12945,"name this song, please",what_song
12946,what's the song currently playing,what_song
12947,what's the name of the current song,what_song
12948,what song is playing,what_song
12949,what band is this,what_song
12950,i like this song who is it by,what_song
12951,what is the title of this track,what_song
12952,tell me the artist currently playing,what_song
12953,what's the artist's name of this song,what_song
12954,what is the track title of the song playing,what_song
12955,name the singer of this track,what_song
12956,who sang this song,what_song
12957,who plays this song,what_song
12958,what's the now playing song that we are listening to,what_song
12959,what's the current song that we are listening at this time,what_song
12960,what's the name of the song that we are listening to,what_song
12961,what's the song that we are listening at this moment,what_song
12962,what's the song they are playing for us right now,what_song
12963,what's the name of this song i'm listening to,what_song
12964,what am i listening to,what_song
12965,what is the current song,what_song
12966,can you tell me what song i'm hearing,what_song
12967,what am i hearing on the speakers now,what_song
12968,what's this song playing,what_song
12969,whats the name of the playing song,what_song
12970,tell me this songs name,what_song
12971,i need to know this song's name,what_song
12972,i want to know the name of the song that's playing,what_song
